Iktatószám,Státusz,Felelős,Igény dátuma,Fizetendő,Gépállás,Teljesítés dátuma,Áttárolás száma,Msz,Megrendelő,Géptípus,Igény,Megjegyzés (email),Megjegyzés GYE
SZÉV2019-0001,0,"GYE
SA",01.02,,,01.03,X,,Metarad,TCS,"Elkapó javítás, újrahegesztés",Molnár Szabolcs asztalán hagytam az elkapót. Kell még 2db zeger gyűrű is a csapok végére.,"Daniel meghegesztette, visszakerült"
SZÉV2019-0002,0,"GYE
SA",01.07,,,01.10,X,,Trimble,TCS,"Elkapó javítás, újrahegesztés","2019.01.04-én a 2018.08.28-ÁN TELEPÍTETT( 4 HÓNAP!!!) gépünknél a munkadarab elkapó kanál a RENDELTETÉS SZERŰ HASZNÁLAT ELLENÉRE leszakadt,a hegesztés elengedett!!!
 A hiba telefonon már be lett jelentve 2019.01.04-én,ez annak írásos megerősítése.
 Kérem az azonnali intézkedést a javításában!","01.07. Mikor érkezik Taksonyba?
 01.09. beérkezett Taksonyba, meghegesztjük"
SZÉV2019-0003,0,"GYE
SA",,,,01.07,X,,Győrfi,MM-760,Munkahenger,"Sajnos szükségünk van 1 db tár munkahengerre is. Csatoltam képet az adattáblájáról. A dugattyú löket kb. 243 mm, dugattyú átmérő kb. 70 mm, a két végén az öntvénynél 74 mm. A leszerelt ICPEST tárról be tudnátok küldeni?","01.07. Beni szerelte le

01.16. Szelephez kapott Gina cikkámot, intézi a fellelt készletet
10-10005047-00,Pneumatika / Mindman MVSC-220-4E2C szelep (5/3 középen zárt 3x1/4""-2x1/8"")"
SZÉV2019-0004,0,"GYE
EG",,,,01.08,X,,,,Szerszám rendelés,,"Megrendelve - Fairtool
 BELSŐ RENDELÉS - 569732 - SZERSZÁMOK - SZÉV 01.07.
 01.08. Lóri egyből a SZÉV-be vitte"
SZÉV2019-0005,0,"GYE
EG",01.07,,,01.11,X,M06050,Bocz,Okuma LC-20,X1 golyósorsó javítás,"Bocz Úr Okuma LC20-asának ""X1"" golyósorsója javításra szorul, ezért bekerült a SZÉV-be. Abban szeretném a segítségedet kérni, hogy a Szimikronhoz eljusson ez az orsó és felvételezzék. Szeretnénk árajánlatot kérni a javításra, illetve ha javíthatatlan, akkor egy másik, kiváltó golyósorsóra.","01.07. Megrendelve - Szimikron
 RENDELÉS - SZR201900029 - SZÉV2019-0005 - M06050 Okuma LC-20 - X1 golyósorsó bevizsgálás
01.09. javítható, ár megadva a SZÉV-nek
01.11. Bekerül a SZÉV-be (Lóri felhozta)"
SZÉV2019-0006,0,"GYE
SA",01.08,,,01.08,2019/000000014,M08128,Aptiv (Delphi),EmL-510,1 db Deublin (902-120-188),Kérlek küldjetek be 1 db Deublin (902-120-188) forgócsatlakozót az M08128 Aptiv (Delphi) EmL-510 géphez.,
SZÉV2019-0007,0,"GYE
EG",01.08,,,X,X,,,,Tartalék Deublinok,"Már egy jó ideje nincsen nálunk tartalék Deublin, ha van készleten kérlek küldjetek be 1-1 db-ot","01.08. MEGRENDELNI, Taksony raktárra
01.14. RENDELÉS - SZR201900125 - DEUBLIN Forgócsatlakozók
02.04. fizetve, hamarosan beérkezik, SZÉV-be nem küldünk be, Taksonyban tároljuk a tartalékot"
SZÉV2019-0008,0,"GYE
SA",01.08,,,01.08,2019/000000012,,,,Szűrők,"Kérlek küldjetek be 1-1 db szűrőt az alábbiakból:
 10-00016008-00 Filtrec R221C10 - ledugózott változat
 21-00217083-00 Parker 936712Q (20QPZ)
 
 Elhasználtuk tegnap az FMF-nél az utolsó darabokat.","Van raktáron, bekerül a SZÉV-be
 A dugót majd felhasználják arról amit kivesznek!"
SZÉV2019-0009,0,"GYE
EG",01.08,,,,X,,,,Szűrők,"Kérlek küldjetek be 1-1 db szűrőt az alábbiakból:
 10-00016008-00 Filtrec R221C10 - ledugózott változat
 21-00217083-00 Parker 936712Q (20QPZ)
 
 Elhasználtuk tegnap az FMF-nél az utolsó darabokat.","01.08. MEGRENDELNI Taksony raktárra
01.11. IMEX - SZR201900087 - Szűrőbetétek -> szállítás 2-3 hét
02.06. EG: Merre jár? IMEX?
02.19. beérkezett Taksony raktárra kerül"
SZÉV2019-0010,0,"GYE
SA",01.08,,,01.08,2019/000000015,M07160,Interstop,EmL-1020,X-tengely energiavezető,"Hívott az Interstop, hogy továbbra is kérnék az M07160 Interstop EmL-1020 gépük X-tengelyéhez az energiavezetőt.
 Hogyha további információra van szükségetek, akkor jelezzétek.
 
 TÍPUS: NCF 19.13 KR25 kép alapján","Igus kiváltó:
 1 m 10-00016471-00,Energiavezető / IGUS B15-ös szériájú energialánc - B15.015.038.0 energialánc
 1 pár 10-00016472-00,Energiavezető / IGUS B15-ös szériájú energialánc -1015.34PZ végelem pár"
SZÉV2019-0011,0,"GYE
EG",01.08,,,ok,X,,Tari-Prod,EUROturn-12C,GÉPÁLLÁS Főhajtás szíj és szíjtárcsák,,"01.04.  4. héten érkezik acél fogazott rúd előgyártmány
 Berecz G és Tóth V körbejárják az EUROturn gépeket
01.10. Rendeltem hozzá HP-s szíjat is SZR201900077 
01.11. Berecz Gergő szerint a szíjhoz sok olaj/hűtővíz kerül és az eszi meg a szíjat
01.16. A megbeszélés alapján, a hátsó o-gyűrűvel lehet a probléma, illetve menettömítő folyadékkal kell összeszerelni, hogy ne juthasson ki a rendszerből a hűtővíz! Elkészültek az acél szíjtárcsa rajzok, alapanyag várható érkezése január utolsó hete!
02.05. Taksonyban főmotor szíjtárcsa kiegyensúlyozás
02.06. Tari Prod szerelés"
SZÉV2019-0012,0,"GYE
SA",01.08,,,01.08,BET2019/00056,M15248 (M10139),HAJDU ,,Olajzó egység,kérlek postázz egyet komplett olajzó egységet fizetősen az Ügyfélnek,
SZÉV2019-0013,0,"GYE
EG",01.09,,,01.09,X,M14241,Holes,EmR-1604D,Pneumatikus mágnesszelep,,Bekerült 1 db gépről leszerelt 5/2 bistabil Mindman szelep
SZÉV2019-0014,0,"GYE
SA",01.09,,,01.11,ok,M16220,Alexandrit,SC-32,5/2 bistabil szelep,,"01.09. megrendelve SMC-től - SOS RENDELÉS - SMC 5/2 szelepek
01.11. SZR201900086 - SZÉV - 5-2 bistabil szelepek - Érkezés ma várható
01.11. Bekerült, áttárolást pótolni"
SZÉV2019-0015,0,"GYE
SA",01.09,,,01.11,rezsi,,,Nikken 5AX-200,"2db 50x3,5 O-gyűrű",,"01.09. Megrendelve Plusz&Roll-ból
01.11. Bekerült, áttárolást pótolni"
SZÉV2019-0016,X,"GYE
EG",01.10,,,X,X,M05253,ALBERT KFT,Feinbau,szíj,"Hibajelenség: elszakadt a szíj
 Igény: kérlek nézzétek meg, hogy be tudjátok-e azonosítani (ritka rossz állapotban van)
 Megjegyzés: SOS rendeljünk is ilyent, ha nem lenne raktáron","01.10. Még csak most vitték le a Taksonyba asztalra
01.10. Nem beazonosítható, cserélje le a szíjtárcsát és a szíjat járatosra
01.10. Beszél az ügyfél a gépgyártó magyar képviseletével"
SZÉV2019-0017,0,"GYE
SA",01.09,,,01.10,BET2019/00111,M07163,Koop55,EmL510,Levegőelőkészítő,"Hibajelenség: levegő nyomás szabályzó egysége ereszt
 Igény: Mindman MAFR300-10A szűrő-szabályzó egység (kompletten olajzó+levegő egység)","01.10 gépállás miatt kaptak egyet.
Tartalékokról leltár után egyeztetünk."
SZÉV2019-0018,0,"GYE
SA",01.10,,,01.11,"BET2019/00116
BET2019/00117",M18120,EMPLASTRUM,EmL-610B,Első munkatér ablak,"Igény: WD szerint talán - Ablak / Plexi  366x667x5mm (EmL 850) - 00-00007450-00
Kérlek ellenőrizzétek le, hogy valóban jó a méret. Van-e raktáron vagy rendelünk?","01.11. bekerül  a SZÉV-be 1 db 10-00016816-00,Ablak / Polikarbonát 365x665x6 mm (EmL-1020) - Nettó beszerzési ár: 7.460 HUF 

Taksony raktárra + 1 db 10-00016816-00,Ablak / Polikarbonát 365x665x6 mm (EmL-1020) - Nettó beszerzési ár: 7.460 HUF 
Taksony raktárra + 2 db 10-00016804-00,Ablak / Polikarbonát 465x665x6 mm (EmL-1020) - Nettó beszerzési ár: 8.950 HUF  "
SZÉV2019-0019,1,SZÁSZI,01.10,,,,,M17194,Schunk,Reckermann Delta 1300 K,P osztályú Hiwin kocsik,"A tavalyi évben felújítottak nekünk egy Reckermann Delta 1300 K típusú gépet.
A gépre HIWIN szánrendszert és vezetőkocsikat építettek amelyeket nem tudunk a gyártótól beszerezni. A gyártótól azt a választ kaptam hogy nem elérhető a „P” széria.
A kocsik típusai:
RGW35 HC ZB PZZX
RGH45HA ZB PZWX","IJ??? BEARING 2017 EX 61721 számla szerint
1 db Profilsínvezetés / Lineáris gördülő vezeték / RGH45HA2R1090ZBH2ZV,10-10016825-00
1 db Profilsínvezetés / Lineáris gördülő vezeték / RGW35HC2R1190ZBH2K,10-10016826-00
1 db Profilsínvezetés / Lineáris gördülő vezeték / RGW35HC3R2750ZBH2K,10-10016827-00

Gépészet
Y szán 10 db 10 RGW35HC ZB P ZZX kocsi
X szán 2 db 2 RGR35R Lineáris vezeték L=2750mm
Z szán 2 db 2 RGR45R-1090 Lineár
vezeték
Gépágy 4 db RGH45HA ZB P ZWX kocsi
Gépágy 2 db RGR35R 1190 P lineár
vezeték

NEM P-s lett a gépre szerelve

01.11. IJ - BEARING - Ajánlatkérés-M17195-Reckermann-D1300K
01.16. Megjött az ajánlat EX 70917 SZÁSZI DANI?"
SZÉV2019-0020,0,"GYE
IJ
SA",01.11,,,01.11,2019/000000028,M14097,Dunaprecíziós,MM-800S,Főorsó csapágy,"Szükségünk van 4 db NSK 7012CTRDULP3 főorsó csapágyra az M14097  Duna Precíziós MM-800S géphez.
Ezt a főorsót 2018.08. hóban csapágyaztuk. A két alsó csapágy közül a fölsőben eltört a kosár. Van szerintetek bármilyen esélyünk érvényesíteni a garanciát? Egyáltalán milyen garanciát vállal ilyenkor a csapágykereskedő?","01.11. 2 pár 10-00002388-00,Csapágy / NSK 7012CTRDULP3 orsócsapágy pár,13j - Műhely motorok
01.11. Tral Trade pótlás ÁA: Ajánlatkérés-M14097-MM-800S"
SZÉV2019-0021,0,"GYE
EG",10.31,,,,,,,,Csapágy melegítő és lehúzó,,"01.11. RENDELÉS - SZR201900114 - SZÉV - Csapágy melegító és lehúzó
01.15. Beérkezett egyből a SZÉV-be"
SZÉV2019-0022,0,AKAI,01.14,,,,,M15124,Dal-Tim,Kekeisen BM-25,HPB VM-132L motor forgórész javítás,"Tavaly (2018.12.03.) ki lett küldve Taksonyba egy HPB VM132L motor forgórésze javításra, felszóratásra. A tengelyvégek és a reteszhorony erősen korrodáltak voltak. Mi vele a helyzet?","01.14. Merre van a motor? - > Taksony raktár előtt!
01.16. EG Behoztam Józsi bácsi mellé
01.17. Az első csapágyhely sérült, szőratni és köszörülni kell
A reteszpályaán a rozsda csak víz miatt volt, tisztítva megfelően bele illik a retesz
01.17. ROTIMA - Rendelés-SZR201900191-M15124-HPB132L-Forgórész javítás
01.22. Beérkezett, mehet be a SZÉV-be
02.06. Már bement a SZÉV-be, még tervezni kell jeladózást, (menetes furat, kúpos süllyesztés, jeladó csap)
04.01. BD: SZÉV2019-0158 számon indítottam Igénylő emailezést! "
SZÉV2019-0023,0,"GYE
EG",01.14,,,01.23,"2019/87
",,,,4 db 20TAC csapágy,"Igény: SZÉV készletre
4 db - 20TAC47BSUC10PN7B - Cikksz.: 10-00003660-00
5 db - 40TAC72BSUC10PN7B - Cikksz.: 10-00003093-00

7:45 (6 órája)
40TAC mégsem kell, bocsi!","01.17. Leltár után megy be
01.23. SZÉV2019-0040 igény alatt bement 7 db helyett 11 db így ezt az igényt is letudtuk!"
SZÉV2019-0024,0,"GYE
EG",01.15,,,,ok,,Járműszerelvény,Liechti,Fogazott szíjtárcsa,"Igény: a képeken látható szíjtárcsából újat kell gyártani. Nehezítő körülmény, hogy edzett acél, legalábbis a felülete biztosan. 
A szíj típusa Megadyne 330H 718 270 H720.
Tudsz olyan helyet, céget, akik le tudnak ilyesmit gyártani?
Készítettek rajzot a szíjtárcsáról.","01.15. SZÉV készíttet róla rajzot (Akai G)
01.16. Kiküldik, Metalpast-ban huzalozás vagy üregeléssel szembe rakatunk egy új hornyot ha a furat rendben van
01.23. Beérkezett egyből a SZÉV-be a vésett!
01.23. Mi legyen az új gyártással?
02.06. Kell gyártani újat, alapanyagot kell rendelni!!!
02.01. RENDELÉS - SZR201900387 - SZÉV2019-0024 - Liechti Y motor szíjtárcsa fogazottrúd
Várható beérkezés 4-5 hét -> ~03.08.
02.06. Megrendelni Juhászéktól! RENDELÉS - SZR201900387 - SZÉV2019-0024 - Liechti Y motor szíjtárcsa fogazottrúd
03.04. EG: A fogazott rúd előgyártmány 03.08. magasságában érkezik a PowerBelt-hez, kész szíjtárcsa szerintem reálisan 03.19. magasságában érkezhet Taksonyba, SZÉV-be 03.20.
04.03. EG: Megadtam az árakat
Teljes költség: 27.503,5 HUF + ÁFA

Tételesen:
Alapanyag:
10-10005075-00 Fogasrúd / H Z=16/200 Acél 1,00 db
14.353,50 HUF + áfa

Készremunkálás:
00-70045556-00 Szíjtárcsa (Liechti) 1,00 db
13.150,- HUF + áfa"
SZÉV2019-0025,X,"GYE
SA",01.15,,,X,X,,ARMÓNÓ-GUSZTÓ,MM-760,Nyomáskapcsoló,"Hibajelenség: levegőnyomás kapcsoló
Igény: Danfoss- KP35","01.15. SA - Úgy emlékszem ,hogy küldtem nektek múlt héten raktárra. nézzétek át kérlek a pneumatikát, amit beküldtem.
01.15. Szia Adrián, találtunk egyet elbújva. Kipostázzuk. Köszi, CSIZMADIA Zoltán"
SZÉV2019-0026,1,"GYE
EG",01.15,,,,,,,,szűrők és szűrőbetétek,"Kérlek küldjetek be 5 db 10-00001511-00 szűrőbetétet, ami a csatolt 20190115_125255.jpg képen szereplő szűrőházba való.
1 db SOS Profimill, 4 db SZÉV tartalék

Az Ügyfél a VD-510-esén lévő szűrővel megegyezőt szeretne használni az EmL-610 gépén.
Megnézte az Ügyfél a csatlakozó méreteket mindkét szűrőháznál:
EmL-610: bemenő: 3/4"" - kimenő: 3/8""
VD-510: bemenő: 3/4"" - kimenő: 1/2""

Tehát a konzolos szűrőházon + szűrőbetéten kívül kérnénk egy átalakítót a képeknek megfelelően.","01.15. AA: Ez valami vicc! Gábor, legyél szíves kézbe venni ezt a kérdést! Roland, álljunk le az ilyen jellegű garis szolgáltatással, reggel beszéljük meg a stratégiát!
02.06. EG: Egyeztetni Rolival!"
SZÉV2019-0027,0,"GYE
EG",01.15,,,01.18,X,M08044,STEELFORG,JCL-60TSM,lánc,munkadarab elkapó lánc kellene,"01.16. Györkös Gabival szétszedtük az 1 db Taksonyban lévő elkapót, holnapra berendeltem egy láncot, ha rendben lesz akkor beküldöm a SZÉV-be és visszadokumentáljuk a típust!
01.18. Beérkezett, jó! Ma bekerül a SZÉV-be!
0,67 m (71 szem) SZÉV;  4,33 m rak. 10-10005052-00,Lánc / IWIS-Elite Görgőslánc 04A-1
2 db rakt. 10-10005053-00,Lánc / IWIS-Elite Hajlított szem 04A-1
1 db SZÉV; 1 db rakt. 10-10005054-00,Lánc / IWIS-Elite Patentszem 04A-1
ERA áttárolta"
SZÉV2019-0028,0,"GYE
EG",01.15,,,02.21,???,,,,6-os push-in toldó,10db 10-00001931-00 Pneumatika / Gyorscsatlakozó toldó 06-06 (3106 06 00),"01.17. EG - SMC rendelést elindítani
02.21. EG: ma bekerült a SZÉV-be:

10 db 10-00016380-00,Pneumatika / Gyorscsatlakozó, egyenes toldó, 2db 6mm-es csőhöz (SMC - KQ2H06-00A)"
SZÉV2019-0029,0,"GYE
SA
EG",01.16,,,01.25,X,M14300,VÁG-TECH KFT,EmR-1200B,szíj,950-5MGT-30mm szíj,"01.16. Mi van raktáron?
01.16. PowerBelt - ÁRAJÁNLAT - SZÉV2019-0029 - EML-1200 - Erősített főhajtás szíj -> 5-8 mnap, MEGRENDELNI!
01.16. PowerBelt - RENDELÉS - SZR201900183 - SZÉV2019-0029 - EmL-1200B - Főhajtás szíjak
02.06. EG: 01.25. beérkezett a PowerBelt-től, került be a SZÉV-be?
02.06. SA: Mind bekerült a SZÉV-be."
SZÉV2019-0030,1,"GYE
EG",01.15,,,,,,,,Szűrők okostáblázat,"\\Nctserver3\adattár\Szerviz\SZÉV minimálkészlet.xls
Mechanikus anyagok fülön vannak a szűrők, még nagyon kezdetlegesen nyilvántartva. amire szükségünk lenne hozzá, azok a méretek, fotók és hogy általában melyik gépen használjuk.",
SZÉV2019-0031,0,"GYE
SA
EG",01.15,,,02.21,,,,,fém szűrőbetét,"Kérlek küldjetek be 10 db fémszűrőbetétet Honeywell 10-100000612-00 FF06-3/4AAEDT ivóvíz szűrőhöz. 5 db Bearing, 5 db tartalék","01.16. Van raktáron vagy rendelni kell? - 2 db
01.17. MEGRENDELNI!
02.21. Adrián adott 1 db-ot Zoli vesz az alapján a Fogarasi Kft-nél"
SZÉV2019-0032,0,"GYE
EG",12.05,,,02.21,ok,,,,Pneumatikus szűkítők,"- 10 db 10-1590 Pneumatika / gyorscsatlakozó szűkítő 3106 08 10 
- 10 db 10-1595 Pneumatika / gyorscsatlakozó szűkítő 3106 06 08
- 10 db 10-1932 Pneumatika / gyorscsatlakozó toldó 3106 08 00
- 10 db 10-1933 Pneumatika / gyorscsatlakozó toldó 3106 10 00","2019.01.17. EG - SMC rendelést elindítani
02.21. EG: ma bekerült a SZÉV-be:
10 db 10-00016384-00,Pneumatika / Gyorscsatlakozóm egyenes toldó, szűkítővel 8-10 mm csőhöz (SMC - KQ2H08-10A)
10 db 10-10005118-00,Pneumatika / Gyorscsatlakozó, egyenes toldó, szűkítővel, 6mm-8mm csőhöz(SMC - KQ2H06-08A)
10 db 10-00016381-00,Pneumatika / Gyorscsatlakozó, egyenes toldó, 2x8mm-es csőhöz (SMC - KQ2H08-00A),
10 db 10-00016382-00,Pneumatika / Gyorscsatlakozó, egyenes toldó, 2x10mm-es csőhöz (SMC - KQ2H10-00A)"
SZÉV2019-0033,0,"GYE
EG",11.16,,,02.21,???,,,,Lepufogó,"6-8 db Legris G1/8"" 06730010 lepufogó szelep SZÉV tartaléknak","01.17. EG - SMC rendelést elindítani
02.21. EG: Ma bekerült a SZÉV-be 10 db 10-00016275-00,Pneumatika / AN10-01 Hangtomptító, kompakt R1/8"
SZÉV2019-0034,0,"GYE
GA",01.17,,,01.22,???,,,,Kuplung betét,"Igény: 5 db műanyag, piros kuplung kereszt (Dkülső = 55mm)","01.21. BELSŐ RENDELÉS - SZR201900220 - SZÉV2019-0034 - GS24 tengelykapcsoló betét
01.22. SA: Beérkezett. Ma bekerül."
SZÉV2019-0035,X,"GYE
EG",12.07,,,X,X,M15116,Szkaliczki,EmR-1020D,Szíj,"Szíj / Bordás szíj 5M/835x30mm,10-00000230-00 - 1db",01.17. EG: D-s gépen NINCS főhajtás szíj!
SZÉV2019-0036,X,"GYE
EG",01.17,,,,,M07153 ,MSK,EUROmill-3000,Lánc,"A csatolt rajzon bejelölt ellensúly láncra lenne szükségünk. Remélem minden információt ráírt az Ügyfél.
02.27: megoldották a problémát, nem kérik a láncot","02.27. LR: Nem kéri az Ügyfél a láncot, megoldották a problémájukat. SZÉV igény 2019 táblázatban lezártam."
SZÉV2019-0037,0,"GYE
SA",01.17,,,"01.17.
01.21.","? Deublin
? 1 x szíj
? 3x tartalék szíj","M15116 
M06029 ",Szkaliczki,"EmR-1020D
Euromill1000","Deublin
30TAC62 csapágy
Szíj","M15116 SZKALICZKI ÉS TÁRSAI KFT EmR-1020D
1db 10-00002612-00 Deublin 902-120-188 hűtőborda nélküli
8db 10-10001875-00 30TAC62CSUHPN7C golyósorsó (4db SZÉV tartalék) 

M06029 SZKALICZKI ÉS TÁRSAI KFT Euromill1000(East Lion)
2db 10-00000230-00 Szíj / Bordás szíj 5M/835x30mm (1db SZÉV tartalék)","01.17. SA: 
M15116 SZKALICZKI ÉS TÁRSAI KFT EmR-1020D
1db 10-00002612-00 Deublin 902-120-188 hűtőborda nélküli -  902-120-188   Deublin nem lehet ezen a munkaszámon..20-00002158-00 Csatlakozó / Deublin (1109-020-188) forgócsatlakozó való ide. Küldjem a 1109-020-188 forgócsatlakozót?
8db 10-10001875-00 30TAC62CSUHPN7C golyósorsó (4db SZÉV tartalék) Ma bekerül.

M06029 SZKALICZKI ÉS TÁRSAI KFT Euromill1000(East Lion)
2db 10-00000230-00 Szíj / Bordás szíj 5M/835x30mm (1db SZÉV tartalék) 1db van raktáron. Ezt beküldjük és rendelünk tartalékot.

EG: BELSŐ RENDELÉS - SZR201900197 - SZÉV2019-0037 - RAKTÁR - EUROmill-1000 - Főhajtás szíj
01.21. Beérkeztek a tartalék szíjak! Bekerülnek a SZÉV-be!"
SZÉV2019-0038,0,"GYE
EG",01.23,,,01.23,???,M05086,SZTÁV,FV-30,főorsó menesztő dió,"Hibajelenség: főorsóból hiányzik egyik rögzítő köröm
Igény: hiányzó köröm pótlása

Megjegyzés: csatoltam képet, illetve kiküldtem mintának az egyik darabot","12.04. Elkészült a rajz
12.05. Juhász - RENDELÉS - SZR201803962 - SZÉV FV-30- Menesztő dió
01.23. Beérkezett, bekerül a SZÉV-be
Juhásztól árat kérni!"
SZÉV2019-0039,0,"GYE
GA",01.23,,,01.23,???,M08128,Aptív Delphi,EmL-510,csapágy,1 pár (+1) 7208CTRDULP3 ,"01.23. Ezt tárold át kérlek:
1 pár 10-00010188-00,Csapágy / GMN S6208 CTXM ABEC7 DUL/185N csapágy (7208C/TXM/P4/DUL)

Dóri!

Tartalék most nem kerül be hozzátok!"
SZÉV2019-0040,0,"GYE
GA",01.23,,,01.23,???,M08128,Aptív Delphi,EmL-510,Csapágy,3 + 8 db 25TAC62BSUC10PN7B golyósorsó csapágy,"01.23. Ma bekerül a SZÉV-be:

11 db 10-10000263-00,Csapágy / 25 TAC 62 CSUHPN7C ferdehatásvonalú golyóscsapágy

Attila!

Kérlek készíts hozzá áttárolást!"
SZÉV2019-0041,0,"GYE
EG",01.22,,,X,X,M08128,Aptív Delphi,EmL-510,Csapágyanya,Igény: 4 db M25x1.5 golyósorsó anya,"01.23. KMT5?
01.24. Plusz&Roll  - SOS RENDELÉS - SZR201900288 - SZÉV2019-0041 - M081289 EmL-510 - X golyósorsó csapágyanya
01.24. Kovács P. Meg tudták csinálni az eredetit, nem szükséges új!"
SZÉV2019-0042,1,"GYE
EG",01.24,,,,,,,,csapágyanyák,"Tartalék csapágyanyák
M25x1,5
M30x1,5
???",YSF és itthon
SZÉV2019-0043,0,"GYE
IJ",01.24,,,01.29,ok,M14097 ,Duna Preciziós,MM-800S,csapágy,"Igény: 4 db NSK 60BNR10HTSUELP3 

Megjegyzés: mindenképp kerámia golyós és nagy sebességű csapágyra van szükség.","01.24. IJ: ÁA Tral Trade
01.29. EG: Ma megkapjátok!"
SZÉV2019-0044,0,"GYE
EG",01.24,,,02.01,,M18120,EMPLASTRUM,EmL-610B,első munkatér ablak,"Nem jó a beküldött, kb 667x510x6 mm-es kell","02.01. Ma bekerül a megfelelő méret. 1db  665x530x11,5 -> HELYETTE BESZEREZNI!!!
02.07. Magyarországi gyártatás:

Minimális rendelési mennyiség 4 garnitúra! (190.800,- HUF + áfa)

1 garnítúra: 47.700,- HUF + áfa

Lebontva:
10-10005073-00,Ablak / Polikarbonát 665x530x11,5 (lv12) (EmL-610 új burkolatos) (3 db / garnitúra)
12.931,- HUF + áfa

10-10005074-00,Ablak / Polikarbonát 665x365x11,5 (lv12) (EmL-610 új burkolatos) (1 db / garnitúra)
8.905,- HUF + áfa

Szerintem kérjünk árakat Taiwan-ból is!
02.21. Zoli kér árat Taiwanból"
SZÉV2019-0045,0,"GYE
SA",01.24,,,01.24,ok,M15232,Metarad,VD-510S-5AX,Forgócsatlakozó,"Szükségünk lenne 1 db GU2000V forgóátvezetőre. VD-510, 20.000 rpm
A SZÉV-ben lévő utolsót felhasználjuk az M15232 Metarad (Best-Tool) VD-510S-5AX gépre.
Van nálatok vagy kérjünk Edittől?","01.24. LR: Az Ügyfélnek olyan kell, ami a menetre rámérve 11,75 mm, az illesztő átmérője pedig 13,00 mm.
01.24. SA: Ilyen,amit beküldök.

10-10005064-00,Csatlakozó / SMARTC GU2000V (VD-510S - D13) forgócsatlakozó
"
SZÉV2019-0046,0,"GYE
SA",01.24,,,01.24,ok,,Mediagnost,K-B640,Klíma,"Kérlek, amint tudtok küldjetek be egy WEXTEN CO-4PTS klímát.","01.24. SA: Már küldtem be egy klímát. Felírtam magamnak,hogy át kell tárolni."
SZÉV2019-0047,0,"GYE
SA
GA",01.24,,,01.24,X,,,,"Sziló
Moglice","1 db tubus fekete sziló, 1 db(?) epoxi ""moglájsz"" készlet hibajavításhoz","GA: Fekete szilót küldök be. 

Moglice-ből nekünk most másfél doboz szettünk van, úgyhogy kb. egy fél dobozzal tudnék beküldeni ezekből:
MOGLICE FLP HARZ 846G + FLP HARTER 154g + TRENNMITTEL FL (1354) 500 ml    "
SZÉV2019-0048,0,"GYE
SA",01.24,,,01.28,ok,M16065,Losonczi,EmB-1304D,Deublin,1 db 10-00002612-00 Deublin 902-120-188 hűtőborda nélküli forgóátvezetőt,01.28. 1 db 1109-020-188
SZÉV2019-0049,0,"GYE
EG",01.28,,,X,X,M15089,Litze,Chiron,SMC alaptest,"Az M15089 Litze Chiron FZ18W gépen kicseréltük a tavaly beküldött szelepet, de nem hozott megoldást. Úgy néz ki, hogy az alaptesttel van probléma, kérlek szerezzetek be egy ilyet, csatoltam képeket.","01.28. ÁRAJÁNLAT - SZÉV2019-0049 - M15089 CHIRON Fz-18W - SMC szelepsziget
02.06. EG: Ezzel lesz tovább vagy megoldódott? Árajánlatot megkapta a SZÉV 01.29.
02.08. EG: X"
SZÉV2019-0050,0,"GYE
SA",01.28,,,01.28,ok,M14250,Keresztes,MM-800II,Szivattyús egység vagy motor,"Egy, a csatolt képen szereplő villanymotorra van szükségünk, kérlek nézzétek meg, hogy van-e nálatok.
Ha szivattyústól vagy kompletten dobozostól van, úgyis jöhet.",02.08. SA: 30 bar-os komplett egység aznap bement
SZÉV2019-0051,0,"GYE
EG",01.29,,,01.29,ok,M16307,Axicont,EmR-1200B,szíj,,"01.29. PowerBelt - SOS BELSŐ RENDELÉS - SZÉV2019-0051 - M16307 EmR-1200B - Főhajtás szíj
01.29. Egy szíjat megkaptak a szervizesek a helyszínen, a másik bekerül a SZÉV-be!"
SZÉV2019-0052,0,"GYE
EG",01.29,,,,X,M17171,Dr Varga,SC-32,anya,A csatolt rajzon szereplő tengelyanyából lenne szükségünk 4 db-ra (1 SOS + 3 tartalék).,01.29. Rajzot honosíttatni! -> 0052-es igény
SZÉV2019-0053,0,"GYE
EG",01.29,,,01.30,???,,,,szíj,"
1 db kérlek rendeljetek SOS a 2emeleti labor rezgető gépébe szíjat. Csatoltam képet a pontos típusról.
",Egyből a SZÉV-be érkezett
SZÉV2019-0054,0,"GYE
SA",02.01,,,02.01,???,M08052,Fastron,EmB-V1600MC,szűrő,Szűrő / 6 bar-os szűrőbetét ( Hyp. HP75L4-12MB canned ) - 10-00001470-00,02.01. Bekerül 2 db
SZÉV2019-0055,0,"GYE
EG",01.23,,,,,,,,hernyó csavar,Igény: 50 db M6x6 laposvégű hernyócsavar,"02.04. Szögker - BELSŐ RENDELÉS - SZÉV2019-0054 - Hernyó csavarok
02.08. EG: Beérkezett egyből a SZÉV-be"
